,Headline,Body ID,Stance
34008,Small Meteorite Hits Managua,971,unrelated
34009,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2404,unrelated
34010,Video: Marine survives Taliban sniper headshot thanks to helmet,2526,unrelated
34011,Hunt for 'cruel' owner who abandoned dog at train station,2196,unrelated
34013,Chugging eggnog sends Utah man to hospital,2407,unrelated
34014,America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1049,agree
34015,Apple Watch mass production kicks off in January: Report,978,discuss
34017,Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,2159,discuss
34018,Kurds Deny Gill Rosenberg was in Kobane,1976,agree
34020,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",971,unrelated
34021,The Apple Watch Will Debut by Late March [Report],1302,discuss
34022,Paul Revere's 1795 time capsule unearthed,1442,unrelated
34024,McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,1252,unrelated
34025,Son Pays Off His Parents’ Mortgage for Christmas,377,unrelated
34026,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2234,unrelated
34027,Conflicting reports on alleged IS capture of Canadian woman,1224,unrelated
34028,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",885,disagree
34029,"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",1266,unrelated
34031,Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2266,unrelated
34033,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,846,discuss
34034,ISIS Militant “Jihadi John” Identified As Young West Londoner,1939,discuss
34035,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1347,unrelated
34036,Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,2070,unrelated
34037,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1589,agree
34038,UPDATE: Internet report of Ebola outbreak in Purdon not true,968,agree
34039,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1288,discuss
34040,Soldier shot near Canadian parliament building,2347,agree
34041,"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",2246,agree
34042,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1564,discuss
34043,Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,1642,unrelated
34044,Mystery man slaps shoppers around head for sneezing,40,unrelated
34045,Small Meteorite Hits Managua,649,unrelated
34046,Sugarhill Gang’s Big Bank Hank dead at 57,2035,agree
34048,Christian Bale Is Steve Jobs,1839,unrelated
34049,Now the Vogue Rats Are Chewing Through Couture,1619,discuss
34050,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,40,unrelated
34052,Report—Jose Canseco accidentally shot at his home tonight,869,discuss
34053,Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1438,unrelated
34054,Government fires employee who skipped work for 24 years,225,agree
34055,Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,2272,unrelated
34056,Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,527,unrelated
34058,Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,190,unrelated
34059,"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",239,unrelated
34061,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",570,unrelated
34062,ISIL Beheads American Photojournalist in Iraq,1359,unrelated
34063,China: Satirical site warns citizens over name choices,2115,unrelated
34064,Islamic State claims it executed American photojournalist James Foley,2525,unrelated
34066,Setting the record straight on tor,5,unrelated
34067,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1854,unrelated
34068,Journalist James Wright Foley reportedly beheaded by ISIS,2388,discuss
34069,Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2033,unrelated
34070,Video: Marine saved by helmet after Taliban sniper attack,320,unrelated
34071,"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",1224,unrelated
34072,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,821,unrelated
34073,Star Wars VII for a New SUMMER Release Date!?,570,unrelated
34074,"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",1506,unrelated
34075,Weatherman caught peeing live on camera,1968,disagree
34076,Apple hopes to sell over 50 million watches in 2015,1374,unrelated
34077,Indian worker sacked after going on leave for 24 years,72,unrelated
34078,Watch: US marine survives Taliban sniper headshot in Afghanistan,860,unrelated
34079,Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1540,unrelated
34080,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",2269,agree
34082,Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,388,unrelated
34083,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1483,unrelated
34084,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,1293,unrelated
34085,Dog abandoned at Scotland train station with suitcase,54,unrelated
34086,That powerful Lego letter to parents from the 1970s? It's real,1582,agree
34087,ISIS Militants Allegedly Contracted Ebola,115,unrelated
34088,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',121,unrelated
34089,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",68,unrelated
34090,Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,2167,agree
34091,"No, it's not Tiger Woods selling an island in Lake Mälaren",2508,unrelated
34092,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2087,unrelated
34093,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,26,unrelated
34094,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,195,unrelated
34095,Militant Group Says It Killed American Journalist in Syria,11,unrelated
34098,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2067,agree
34099,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",719,unrelated
34100,"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1234,unrelated
34101,Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,544,unrelated
34102,"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",928,discuss
34103,Macaulay Culkin Victim of Another Online Death Hoax,1293,unrelated
34104,"Israel opens dams, floods Gaza",2313,unrelated
34105,Nigeria Boko Haram blamed for raids despite truce claim,1541,unrelated
34106,Audio may have captured Michael Brown shooting,2234,unrelated
34107,TBS Speeds up SEINFELD by 7.5% to Add 2 More Minutes of Commercials,169,unrelated
34108,Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,2529,agree
34109,"Boko Haram denies cease-fire, leader says he married off kidnapped girls",2520,unrelated
34110,iOS 8 bug could delete your iCloud Drive documents,906,unrelated
34111,Israel denies causing Gaza floods by opening dams,1967,discuss
34112,Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2214,discuss
34113,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,125,unrelated
34114,"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",2115,agree
34115,A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,962,unrelated
34116,ISIS fighters ‘have contracted Ebola’,950,unrelated
34117,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,125,discuss
34120,CNN Plays Alleged Recording of Michael Brown Shooting,1818,discuss
34121,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2525,unrelated
34122,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1568,unrelated
34125,Man chops off his own penis after girlfriend told him he was no good in bed,2302,unrelated
34126,Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,119,unrelated
34127,This Is What It Looks Like When A Son Pays Off His Parents’ Mortgage As A Christmas Present,950,unrelated
34130,Meteorite 'caused mysterious boom in Nicaragua',1019,unrelated
34131,God is a woman- Priest who died for 48 minutes claims,1877,unrelated
34132,"No, a Planetary Alignment on Jan. 4, 2015, Won’t Decrease Gravity",2413,agree
34133,Christian Bale Is Steve Jobs,571,unrelated
34135,Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1627,unrelated
34136,"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1781,discuss
34139,British man pays $460 to save constipated goldfish's life,1707,agree
34140,Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,34,unrelated
34141,6 Islamist militants killed in US attack in Somalia,1853,unrelated
34142,NYC relaxes response to marijuana possession,2217,agree
34143,Apple 'working on 12-inch MacBook Air',1344,discuss
34144,"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",687,unrelated
34145,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1306,agree
34146,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,757,unrelated
34148,ISIS video showing beheading triggers international response,1477,unrelated
34149,ISIS Militant “Jihadi John” Identified As Young West Londoner,472,unrelated
34151,Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,2163,unrelated
34152,Google Grows With $1.6 Billion in California Office Deals,2197,unrelated
34153,Christian Bale to play Steve Jobs in upcoming biopic,1294,unrelated
34154,Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,2434,unrelated
34155,'There is no limit to their depravity' Islamic State FEED mother her own SON,220,unrelated
34156,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",524,unrelated
34157,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2075,discuss
34160,Lebanon confirms holding ISIS chief’s kin,1627,unrelated
34161,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2020,unrelated
34162,Mass grave found after 40 students disappear in Mexican protest,1740,unrelated
34163,ISIS executioner 'Jihadi John' named by media,921,discuss
34164,Missing American journalist reportedly beheaded by Islamic State ,419,discuss
34165,James Foley remembered as 'brave and tireless' journalist,826,unrelated
34166,Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,769,unrelated
34167,Man chops off own penis after being dumped by his girlfriend,1434,discuss
34169,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1669,discuss
34170,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,565,unrelated
34171,BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,2489,unrelated
34172,Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,882,unrelated
34173,Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,618,unrelated
34174,Christian Bale Won't Play Steve Jobs After All,1157,discuss
34175,Al-Shabaab co-founder confirmed killed by US air strike in Somalia,81,unrelated
34176,New Audio Allegedly Captures Moment Michael Brown Was Shot,855,unrelated
34177,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,1122,discuss
34178,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2106,unrelated
34180,ISIS leader dead?,1939,unrelated
34181,Dog found abandoned outside railway station with suitcase of his belongings,54,unrelated
34182,"Catholic priest dies for 48 mins, wakes up claiming God is a woman",615,unrelated
34184,"Batmobile stolen in Detroit? Good one, joker!",1807,unrelated
34185,CNN Plays Alleged Recording of Michael Brown Shooting,472,unrelated
34187,A bunch of cool health features were cut from the Apple Watch at the last minute,2307,unrelated
34188,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1905,unrelated
34189,"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1899,discuss
34190,Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,1477,unrelated
34191,Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1169,unrelated
34192,ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,2020,unrelated
34193,Report of quarantined Texas town NOT real; shared on a 'fake' news website,258,unrelated
34194,The rats eat Prada at Vogue NY office,754,unrelated
34195,Man chops off own penis after being dumped by his girlfriend,2330,unrelated
34197,Christian Bale Won't Play Steve Jobs After All,1234,unrelated
34198,Audio recording allegedly captures moment Michael Brown was shot,1299,unrelated
34200,Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1734,unrelated
34201,HBO Reportedly in Talks with Apple for Launch of New Unbundled Streaming Service,815,discuss
34202,REPORT: Apple's Watch Will Come In 2 Storage Sizes,571,unrelated
34203,Isis claims to behead US journalist,1589,discuss
34204,US officials: Video shows American's execution,1471,discuss
34206,Man cut off manhood and threw it in bin after girlfriend dumped him over small penis,1379,unrelated
34207,Cold Turkey,1760,unrelated
34209,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",93,unrelated
34210,The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,908,discuss
34211,"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",855,unrelated
34212,Kim Jong-un: obese leader 'fractured both ankles',524,unrelated
34215,Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1263,unrelated
34217,Homeland Security: No ISIL fighters on U.S. border,167,unrelated
34218,"Small meteorite strikes Nicaragua, government says",1071,unrelated
34219,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,472,unrelated
34220,Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,427,discuss
34221,"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",45,unrelated
34222,Chugging eggnog sends Utah man to hospital,1901,agree
34223,Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',2283,agree
34224,Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,2442,unrelated
34225,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1949,unrelated
34226,Russian Man Wakes Up to Find His Testicles Have Been Stolen,777,unrelated
34229,"Video showing American journalist beheaded believed real, officials and family say",2453,unrelated
34234,ISIS Appears To Behead American Photojournalist In YouTube Video,1580,discuss
34235,Large space object slams Nicaragua’s capital as asteroid passes Earth,816,unrelated
34236,Cameron vows to hunt down IS 'monsters' after Haines murder,68,unrelated
34237,CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1222,unrelated
34238,Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,186,unrelated
34239,Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1006,unrelated
34240,Ottawa Gunman Identified As Michael Zehaf-Bibeau,385,unrelated
34241,Homeland Security says terrorists haven't crossed U.S-Mexico border,2307,unrelated
34242,"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",1010,unrelated
34244,Pure Evil: Islamic State Beheads American Journalist James Wright Foley,26,unrelated
34245,Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,286,unrelated
34247,Does Vogue's New Office Have a Rat Infestation?,1737,unrelated
34248,"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",2220,unrelated
34249,Missing American journalist reportedly beheaded by Islamic State ,2296,unrelated
34250,BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,1988,unrelated
34252,Small Meteorite Hits Managua,2307,unrelated
34254,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,170,unrelated
34255,SEE IT: California homeless man uses $100 gift to give food to others,944,unrelated
34256,Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2313,discuss
34257,"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2497,discuss
34258,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2127,unrelated
34259,Female teacher facing sack after making SEX TAPE with teenager,1018,agree
34260,Newly Discovered Mass Grave Linked to Missing Mexican Students,1351,unrelated
34261,"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",251,unrelated
34262,Government fires employee who skipped work for 24 years,2520,unrelated
34263,WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1991,unrelated
34265,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2261,discuss
34267,God Is A Woman – Resurrected Father Narated,1014,agree
34268,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,821,unrelated
34269,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1288,discuss
34270,Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1453,disagree
34271,Audio of gunfire in Michael Brown case authenticated by app company,900,unrelated
34272,"Tropical spider burrows under man's skin, lives there for three days",1923,disagree
34273,Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,2185,unrelated
34274,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1611,discuss
34275,Boko Haram denies truce to release kidnapped schoolgirls,2520,unrelated
34276,Purported ISIS claim: Jordan airstrike kills female US hostage,81,unrelated
34278,"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1295,unrelated
34279,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1720,unrelated
34280,App brush list actually do so sister you tired it?,1711,discuss
34281,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,2115,unrelated
34283,Isis claims US hostage Kayla Mueller killed in coalition airstrike,2473,unrelated
34284,Christian Bale Is Steve Jobs,687,unrelated
34285,"Video showing American journalist beheaded believed real, officials and family say",1806,unrelated
34286,New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1949,agree
34287,Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2415,unrelated
34288,Schoolboy who got electric shock from lamppost claims he now has magnetic powers,844,unrelated
34289,Reports of missing Libyan planes raise 9/11 terror fears,1644,unrelated
34290,"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",1803,unrelated
34291,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,43,unrelated
34292,NYC relaxes response to marijuana possession,1022,unrelated
34293,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,40,unrelated
34294,Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,1560,discuss
34296,HBO in talks with Apple to be launch partner for coming web service 'HBO Now',1439,unrelated
34297,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",1289,unrelated
34298,Saudi Arabia 'fatwa over building of snowmen',1498,discuss
34299,Spider burrowed through tourist's stomach and up into his chest,962,unrelated
34301,"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",547,agree
34302,CNN Plays Alleged Recording of Michael Brown Shooting,132,unrelated
34303,IS using scorpion bombs to terrify Iraqi civilians,185,unrelated
34304,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1437,unrelated
34305,The next Apple Watch could be platinum,478,discuss
34306,Street Artist BANKSY Arrested? Again?,1739,discuss
34307,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,2296,unrelated
34309,Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,1383,unrelated
34310,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,456,unrelated
34311,Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2005,agree
34312,Man chops off own penis after being dumped by his girlfriend,634,unrelated
34314,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,571,discuss
34316,God is a woman- Priest who died for 48 minutes claims,2296,unrelated
34317,"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1853,unrelated
34319,"Rats at Vogue's NYC offices - watch your step, Anna Wintour",964,unrelated
34323,"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",882,unrelated
34324,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2386,agree
34325,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2039,unrelated
34326,For sale: Tiger's former island in Sweden,236,unrelated
34327,Apple Watch launch has new timetable: Analyst,1742,unrelated
34328,Is Kim Jong Un's sister Kim Yo Jong in charge?,271,unrelated
34329,Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,2498,unrelated
34330,Alleged audio of Michael Brown shooting has surfaced,1252,unrelated
34332,Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1877,discuss
34334,"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",1808,unrelated
34335,We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1466,discuss
34337,"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",788,unrelated
34338,YPG Confirms: Gill Rosenberg Not Captured in Kobani,1899,discuss
34339,"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",2225,discuss
34340,Sugarhill Gang Rapper Big Bank Hank Dies at 57,1458,unrelated
34341,Meteorite strike in Nicaragua puzzles experts,1744,unrelated
34342,New Audio Recording From Ferguson May Capture Michael Brown Shooting,2354,unrelated
34343,Magic mushrooms found at Buckingham Palace,2478,agree
34344,New Audio Shows Michael Brown Was Shot at 11 Times,1299,unrelated
34345,ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1166,unrelated
34346,Islamic State claims to have beheaded American journalist,1358,unrelated
34347,Christian Bale quits Steve Jobs movie,296,unrelated
34348,Airport worker strips naked at security scanner in protest against guards,844,unrelated
34350,"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2252,unrelated
34351,"In Kim Jong Un's absence, his sister may rule. Or not.",2313,discuss
34352,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1185,discuss
34355,CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1817,discuss
34357,Reports say North Korea's Kim insists on being the only Jong Un,520,unrelated
34359,Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,2020,unrelated
34361,ISIS Militant “Jihadi John” Identified As Young West Londoner,1198,agree
34362,Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,381,unrelated
34363,Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1854,unrelated
34364,James Foley remembered as 'brave and tireless' journalist,1948,discuss
34365,Pentagon: ISIS seized materials airdropped to Kurds,2016,unrelated
34366,Seth Rogen to Play Apple’s Steve Wozniak,388,unrelated
34367,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1013,unrelated
34368,That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,2234,agree
34369,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2045,unrelated
34371,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",186,unrelated
34372,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,720,unrelated
34373,Media outlets identify 'Jihadi John',1169,unrelated
34376,Government fires employee who skipped work for 24 years,2156,unrelated
34377,"In Moscow, police are looking for a felon, cut the male genitals",1939,unrelated
34381,Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,521,unrelated
34382,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",10,unrelated
34384,Psychoactive magic mushroom found in grounds of Buckingham Palace,2478,agree
34385,BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,1299,unrelated
34386,Apple may launch 12-inch MacBook Air with Retina Display,2118,unrelated
34387,CNN Plays Alleged Recording of Michael Brown Shooting,2234,unrelated
34388,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,830,unrelated
34389,Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,1883,unrelated
34390,"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",1000,unrelated
34391,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1165,unrelated
34393,YPG Confirms: Gill Rosenberg Not Captured in Kobani,2147,unrelated
34394,Man chops off his own penis after girlfriend told him he was no good in bed,504,agree
34395,IS militant 'Jihadi John' named as Mohammed Emwazi from London,503,unrelated
34396,Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,851,discuss
34397,Christian Bale in Talks to Play Steve Jobs (Exclusive),2211,discuss
34399,An audio recording of the Michael Brown shooting has reportedly surfaced,2345,discuss
34400,Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],1164,unrelated
34401,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1580,discuss
34402,Confusion Surrounds Capture Of “ISIS Leader’s Wife”,682,unrelated
34403,"Amazon reportedly launching free, ad-supported video service (updated)",2442,unrelated
34405,Kim Jong-un 'set to open a new restaurant in SCOTLAND',1339,unrelated
34406,Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,80,unrelated
34407,Report claims Kim Jong-un underwent surgery to repair fractured ankles,2141,unrelated
34409,"Meteorite makes big crater in Nicaragua, government says",1594,disagree
34410,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1808,unrelated
34411,"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",320,unrelated
34412,Conflicting reports on alleged IS capture of Canadian woman,1893,discuss
34413,Amazon's first brick-and-mortar store said to open in Manhattan,2453,unrelated
34414,The pumpkin spice condom is not happening,2152,unrelated
34416,BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,271,unrelated
34417,NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,689,unrelated
34418,"Sorry, KFC isn't going to be selling weed in Colorado restaurants",651,unrelated
34419,NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,816,unrelated
34420,Marijuana May Soon Spark Just a Ticket in New York,1295,unrelated
34421,Indian civil servant sacked 'after 24-year sickie',527,unrelated
34422,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1933,unrelated
34423,WTC rats scare off Anna Wintour,1737,unrelated
34424,Durex is not confirming or denying rumors of a “pumpkin spice” condom,2448,unrelated
34426,Missing American journalist reportedly beheaded by Islamic State ,2130,unrelated
34427,James Foley remembered as 'brave and tireless' journalist,258,unrelated
34429,"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",2252,unrelated
34430,Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,741,unrelated
34432,News sites fall for Putin bird-dropping video,1991,unrelated
34434,That Was Fast: Christian Bale Bails on Steve Jobs Biopic,852,agree
34435,IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1921,unrelated
34436,"Video showing American journalist beheaded believed real, officials and family say",2127,unrelated
